benchmark,solver,configuration,wallclock time,status,result
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,glucose-3.0_PADC_3_NoDRUP,default,4999.91,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,gluHack,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,CPSparrow,default,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,dimetheus,randomsat,2285.63,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,expGlucoseSilent,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,lawa,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,probSAT,RANDOM,5000.04,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,Sparrow2Riss-2018,NOLIMIT,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4604754340098479598.cnf,YalSAT,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.09,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,gluHack,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,CPSparrow,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,dimetheus,randomsat,42.7931,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,expGlucoseSilent,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,lawa,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,probSAT,RANDOM,656.899,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,Sparrow2Riss-2018,NOLIMIT,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4960021833471409391.cnf,YalSAT,default,4999.79,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.1,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,glucose-3.0_PADC_3_NoDRUP,default,4999.9,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,CPSparrow,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,dimetheus,randomsat,4999.81,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,expGlucoseSilent,default,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,lawa,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,probSAT,RANDOM,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,Sparrow2Riss-2018,NOLIMIT,5000.01,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S4967461838574873878.cnf,YalSAT,default,5000.06,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,gluHack,default,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,CPSparrow,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,dimetheus,randomsat,87.7167,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,expGlucoseSilent,default,4999.85,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,lawa,default,4999.99,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,probSAT,RANDOM,80.496,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,Sparrow2Riss-2018,NOLIMIT,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S5214439831496291225.cnf,YalSAT,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,CPSparrow,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,dimetheus,randomsat,5000.1,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,expGlucoseSilent,default,4999.97,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,lawa,default,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,probSAT,RANDOM,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,Sparrow2Riss-2018,NOLIMIT,5000.01,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S549977101220318628.cnf,YalSAT,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,CPSparrow,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,dimetheus,randomsat,4999.83,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,expGlucoseSilent,default,4999.95,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,lawa,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,probSAT,RANDOM,4999.84,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,Sparrow2Riss-2018,NOLIMIT,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S576544832046034583.cnf,YalSAT,default,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.04,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,CPSparrow,default,4999.97,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,dimetheus,randomsat,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,expGlucoseSilent,default,4999.89,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,lawa,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,probSAT,RANDOM,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,Sparrow2Riss-2018,NOLIMIT,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S6852714315188707777.cnf,YalSAT,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,gluHack,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,CPSparrow,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,dimetheus,randomsat,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,expGlucoseSilent,default,5000.02,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,lawa,default,4999.84,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,probSAT,RANDOM,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,Sparrow2Riss-2018,NOLIMIT,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S7439270938929137359.cnf,YalSAT,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,gluHack,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,CPSparrow,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,dimetheus,randomsat,4999.87,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,expGlucoseSilent,default,5000.1,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,lawa,default,4999.85,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,probSAT,RANDOM,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,Sparrow2Riss-2018,NOLIMIT,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8056199468750060857.cnf,YalSAT,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.08,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,gluHack,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,CPSparrow,default,4999.95,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,dimetheus,randomsat,1844.98,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,expGlucoseSilent,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,lawa,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,probSAT,RANDOM,472.959,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,Sparrow2Riss-2018,NOLIMIT,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k3-r4.267-v6000-c25602-S8152045982034422163.cnf,YalSAT,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,CPSparrow,default,2281.05,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,dimetheus,randomsat,975.126,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,expGlucoseSilent,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,lawa,default,4999.83,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,probSAT,RANDOM,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,Sparrow2Riss-2018,NOLIMIT,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S1173863765273039011.cnf,YalSAT,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.01,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,gluHack,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,CPSparrow,default,11.9466,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,dimetheus,randomsat,3.13159,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,expGlucoseSilent,default,4999.98,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,lawa,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,probSAT,RANDOM,8.74488,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,Sparrow2Riss-2018,NOLIMIT,91.0758,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S2438009238149215611.cnf,YalSAT,default,0.184333,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.1,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.01,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,gluHack,default,5000.11,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,CPSparrow,default,46.8926,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,dimetheus,randomsat,1.25356,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,expGlucoseSilent,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,lawa,default,5000.05,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,probSAT,RANDOM,7.13163,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,Sparrow2Riss-2018,NOLIMIT,16.9175,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S3852885293456971873.cnf,YalSAT,default,17.7812,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,gluHack,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,CPSparrow,default,4999.95,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,dimetheus,randomsat,4999.99,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,expGlucoseSilent,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,lawa,default,5000.1,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,probSAT,RANDOM,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,Sparrow2Riss-2018,NOLIMIT,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4195889809507179901.cnf,YalSAT,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,glucose-3.0_PADC_3_NoDRUP,default,4999.96,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,CPSparrow,default,875.442,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,dimetheus,randomsat,112.674,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,expGlucoseSilent,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,lawa,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,probSAT,RANDOM,106.003,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,Sparrow2Riss-2018,NOLIMIT,2.66669,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4431368113368578217.cnf,YalSAT,default,21.2665,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.03,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.07,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,gluHack,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,CPSparrow,default,11.6393,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,dimetheus,randomsat,120.998,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,expGlucoseSilent,default,5000.04,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,lawa,default,4999.81,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,probSAT,RANDOM,5.35806,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,Sparrow2Riss-2018,NOLIMIT,249.306,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S4586200002967184633.cnf,YalSAT,default,15.4275,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,gluHack,default,5000.07,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,CPSparrow,default,267.88,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,dimetheus,randomsat,60.1107,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,expGlucoseSilent,default,4999.96,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,lawa,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,probSAT,RANDOM,187.949,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,Sparrow2Riss-2018,NOLIMIT,62.5597,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S5146849569236987172.cnf,YalSAT,default,17.1957,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.06,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.05,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,gluHack,default,5000.02,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,CPSparrow,default,4.6718,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,dimetheus,randomsat,0.604178,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,expGlucoseSilent,default,5000.09,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,lawa,default,4999.94,timeout(cpu),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,probSAT,RANDOM,2.09182,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,Sparrow2Riss-2018,NOLIMIT,2.1321,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S7988922722568135701.cnf,YalSAT,default,4.908,complete,SAT-VERIFIED
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S8618839184587418381.cnf,glucose-3.0_PADC_10_NoDRUP,default,5000.08,timeout(wallclock),UNKNOWN
cnf/Balint/unif-p12-k5-r21.117-v250-c5279-S8618839184587418381.cnf,glucose-3.0_PADC_3_NoDRUP,default,5000.01,timeout(wallclock),UNKNOWN
