benchmark,solver,configuration,wallclock time,status,result
cnf/rnd-barthel/fla-barthel-300-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.048951,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-5.cnf,YalSAT,default,0.012175,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.0197271,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.020199,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,gluHack,default,0.0198329,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,CPSparrow,default,0.028931,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,dimetheus,randomsat,0.0137279,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,expGlucoseSilent,default,0.0139821,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,lawa,default,0.00842094,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,probSAT,RANDOM,0.0139851,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.049637,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-5.cnf,YalSAT,default,0.00828206,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.717645,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.714214,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,gluHack,default,1.47405,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,CPSparrow,default,0.026027,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,dimetheus,randomsat,0.011611,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,expGlucoseSilent,default,1.29563,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,lawa,default,0.01742,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,probSAT,RANDOM,0.0111629,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,Sparrow2Riss-2018,NOLIMIT,0.054562,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-2.cnf,YalSAT,default,0.0142359,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.134411,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.129721,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,gluHack,default,0.149545,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,CPSparrow,default,0.0307961,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,dimetheus,randomsat,0.0174341,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,expGlucoseSilent,default,0.797781,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,lawa,default,0.0121109,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,probSAT,RANDOM,0.00726807,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,Sparrow2Riss-2018,NOLIMIT,0.103581,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-2.cnf,YalSAT,default,0.0104819,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.0152471,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.0140741,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,gluHack,default,0.0116839,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,CPSparrow,default,0.045353,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,dimetheus,randomsat,0.00929199,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,expGlucoseSilent,default,0.0155451,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,lawa,default,0.0118341,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,probSAT,RANDOM,0.0149601,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,Sparrow2Riss-2018,NOLIMIT,0.085611,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-3.cnf,YalSAT,default,0.0190279,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.246481,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.243036,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,gluHack,default,0.381838,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,CPSparrow,default,0.0294561,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,dimetheus,randomsat,0.016636,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,expGlucoseSilent,default,0.079405,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,lawa,default,0.0073151,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,probSAT,RANDOM,0.014732,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,Sparrow2Riss-2018,NOLIMIT,0.052998,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-3.cnf,YalSAT,default,0.012232,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,1.16152,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,1.11462,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,gluHack,default,1.25554,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,CPSparrow,default,0.0358011,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,dimetheus,randomsat,0.0115489,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,expGlucoseSilent,default,0.353983,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,lawa,default,0.0113071,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,probSAT,RANDOM,0.0114799,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,Sparrow2Riss-2018,NOLIMIT,0.0478449,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-2.cnf,YalSAT,default,0.0129201,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,8.64388,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,8.64308,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,gluHack,default,1.12019,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,CPSparrow,default,0.037047,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,dimetheus,randomsat,0.013822,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,expGlucoseSilent,default,0.970957,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,lawa,default,0.00844191,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,probSAT,RANDOM,0.012781,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,Sparrow2Riss-2018,NOLIMIT,0.04878,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-2.cnf,YalSAT,default,0.012025,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.556245,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.557331,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,gluHack,default,3.5249,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,CPSparrow,default,0.0374,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,dimetheus,randomsat,0.0137051,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,expGlucoseSilent,default,2.32308,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,lawa,default,0.00765194,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,probSAT,RANDOM,0.0147271,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,Sparrow2Riss-2018,NOLIMIT,0.05582,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-3.cnf,YalSAT,default,0.016581,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.42503,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.438984,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,gluHack,default,0.146638,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,CPSparrow,default,0.0299689,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,dimetheus,randomsat,0.012812,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,expGlucoseSilent,default,0.188163,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,lawa,default,0.027257,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,probSAT,RANDOM,0.017111,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,Sparrow2Riss-2018,NOLIMIT,0.0483911,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-3.cnf,YalSAT,default,0.0130239,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.094553,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.096272,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,gluHack,default,0.0809881,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,CPSparrow,default,0.0271751,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,dimetheus,randomsat,0.00982096,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,expGlucoseSilent,default,0.089123,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,lawa,default,0.0101781,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,probSAT,RANDOM,0.0103129,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,Sparrow2Riss-2018,NOLIMIT,0.057163,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-220-1.cnf,YalSAT,default,0.014194,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,glucose-3.0_PADC_10_NoDRUP,default,3.5766,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,glucose-3.0_PADC_3_NoDRUP,default,3.49054,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,gluHack,default,2.84581,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,CPSparrow,default,0.0699029,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,dimetheus,randomsat,0.015931,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,expGlucoseSilent,default,0.076754,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,lawa,default,0.010315,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,probSAT,RANDOM,0.00950004,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,Sparrow2Riss-2018,NOLIMIT,0.080137,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-4.cnf,YalSAT,default,0.0079781,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,glucose-3.0_PADC_10_NoDRUP,default,17.4925,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,glucose-3.0_PADC_3_NoDRUP,default,15.6645,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,gluHack,default,13.4083,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,CPSparrow,default,0.0462751,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,dimetheus,randomsat,0.0132811,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,expGlucoseSilent,default,21.5003,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,lawa,default,0.00831592,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,probSAT,RANDOM,0.0108189,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,Sparrow2Riss-2018,NOLIMIT,0.0649851,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-300-1.cnf,YalSAT,default,0.0171791,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.015553,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.0128931,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,gluHack,default,0.00929494,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,CPSparrow,default,0.0274071,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,dimetheus,randomsat,0.00939609,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,expGlucoseSilent,default,0.013621,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,lawa,default,0.011815,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,probSAT,RANDOM,0.00764207,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,Sparrow2Riss-2018,NOLIMIT,0.0636189,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-4.cnf,YalSAT,default,0.00938502,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,glucose-3.0_PADC_10_NoDRUP,default,0.743436,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,glucose-3.0_PADC_3_NoDRUP,default,0.7443,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,gluHack,default,0.694183,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,CPSparrow,default,0.028634,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,dimetheus,randomsat,0.01979,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,expGlucoseSilent,default,0.820531,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,lawa,default,0.00867904,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,probSAT,RANDOM,0.0105419,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.0517971,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-200-5.cnf,YalSAT,default,0.0102021,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,glucose-3.0_PADC_10_NoDRUP,default,53.7425,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,glucose-3.0_PADC_3_NoDRUP,default,56.9099,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,gluHack,default,8.65669,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,CPSparrow,default,0.0595809,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,dimetheus,randomsat,0.016506,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,expGlucoseSilent,default,15.5107,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,lawa,default,0.0160201,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,probSAT,RANDOM,0.00837004,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.061637,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-320-5.cnf,YalSAT,default,0.011627,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,glucose-3.0_PADC_10_NoDRUP,default,9.84633,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,glucose-3.0_PADC_3_NoDRUP,default,9.78655,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,gluHack,default,41.7228,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,CPSparrow,default,0.048519,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,dimetheus,randomsat,0.0162049,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,expGlucoseSilent,default,15.7557,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,lawa,default,0.0189269,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,probSAT,RANDOM,0.013508,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.0516871,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-5.cnf,YalSAT,default,0.0173359,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,glucose-3.0_PADC_10_NoDRUP,default,53.7441,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,glucose-3.0_PADC_3_NoDRUP,default,14.9451,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,gluHack,default,39.8728,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,CPSparrow,default,0.0565889,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,dimetheus,randomsat,0.016591,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,expGlucoseSilent,default,32.2464,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,lawa,default,0.0136329,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,probSAT,RANDOM,0.0156321,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,Sparrow2Riss-2018,NOLIMIT,0.056425,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-4.cnf,YalSAT,default,0.0141429,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,glucose-3.0_PADC_10_NoDRUP,default,37.9007,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,glucose-3.0_PADC_3_NoDRUP,default,884.825,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,gluHack,default,412.587,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,CPSparrow,default,0.057172,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,dimetheus,randomsat,0.020814,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,expGlucoseSilent,default,3110.33,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,lawa,default,0.017646,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,probSAT,RANDOM,0.016669,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,Sparrow2Riss-2018,NOLIMIT,0.0696681,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-1.cnf,YalSAT,default,0.0162701,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,glucose-3.0_PADC_10_NoDRUP,default,2.05633,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,glucose-3.0_PADC_3_NoDRUP,default,2.06489,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,gluHack,default,5.02916,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,CPSparrow,default,0.043448,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,dimetheus,randomsat,0.014443,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,expGlucoseSilent,default,21.2366,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,lawa,default,0.0125349,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,probSAT,RANDOM,0.0099149,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,Sparrow2Riss-2018,NOLIMIT,0.0558401,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-3.cnf,YalSAT,default,0.01337,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,688.201,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,64.2562,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,gluHack,default,5.90564,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,CPSparrow,default,0.0378699,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,dimetheus,randomsat,0.012443,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,expGlucoseSilent,default,177.641,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,lawa,default,0.015186,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,probSAT,RANDOM,0.0108169,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,Sparrow2Riss-2018,NOLIMIT,0.056617,complete,SAT-VERIFIED
cnf/rnd-barthel/fla-barthel-400-2.cnf,YalSAT,default,0.010302,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,glucose-3.0_PADC_10_NoDRUP,default,13.6996,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,glucose-3.0_PADC_3_NoDRUP,default,18.485,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,gluHack,default,0.42695,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,CPSparrow,default,0.0742999,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,dimetheus,randomsat,5000.09,timeout(wallclock),UNKNOWN
cnf/rnd-komb/fla-komb-400-4.cnf,expGlucoseSilent,default,8.50738,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,lawa,default,4999.92,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-4.cnf,probSAT,RANDOM,4999.93,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-4.cnf,Sparrow2Riss-2018,NOLIMIT,0.102129,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-4.cnf,YalSAT,default,4999.79,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-5.cnf,glucose-3.0_PADC_10_NoDRUP,default,11.7429,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,glucose-3.0_PADC_3_NoDRUP,default,11.744,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,gluHack,default,72.9087,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,CPSparrow,default,0.291436,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,dimetheus,randomsat,5000.01,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-5.cnf,expGlucoseSilent,default,41.4918,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,lawa,default,5000.01,timeout(wallclock),UNKNOWN
cnf/rnd-komb/fla-komb-400-5.cnf,probSAT,RANDOM,4999.95,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-5.cnf,Sparrow2Riss-2018,NOLIMIT,0.179677,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-5.cnf,YalSAT,default,5000.07,timeout(wallclock),UNKNOWN
cnf/rnd-komb/fla-komb-400-1.cnf,glucose-3.0_PADC_10_NoDRUP,default,12.949,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,glucose-3.0_PADC_3_NoDRUP,default,12.5197,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,gluHack,default,17.1156,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,CPSparrow,default,6.04748,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,dimetheus,randomsat,5000.01,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-1.cnf,expGlucoseSilent,default,5.3119,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,lawa,default,4999.84,timeout(cpu),UNKNOWN
cnf/rnd-komb/fla-komb-400-1.cnf,probSAT,RANDOM,5000.01,timeout(wallclock),UNKNOWN
cnf/rnd-komb/fla-komb-400-1.cnf,Sparrow2Riss-2018,NOLIMIT,0.061807,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-1.cnf,YalSAT,default,5000.08,timeout(wallclock),UNKNOWN
cnf/rnd-komb/fla-komb-400-2.cnf,glucose-3.0_PADC_10_NoDRUP,default,29.7798,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-2.cnf,glucose-3.0_PADC_3_NoDRUP,default,12.5018,complete,SAT-VERIFIED
cnf/rnd-komb/fla-komb-400-2.cnf,gluHack,default,20.8404,complete,SAT-VERIFIED
