T90.2.0.cnf,hordesat,default,UNSATISFIABLE,1889.07
T92.2.0.cnf,hordesat,default,UNKNOWN,10000
T93.2.0.cnf,hordesat,default,UNKNOWN,10000
T96.2.0.cnf,hordesat,default,UNKNOWN,10000
T98.2.0.cnf,hordesat,default,UNKNOWN,10000
terminator_03_true-unreach-call_true-termination.i.cnf,hordesat,default,UNSATISFIABLE,515.90
TimetableCNFEncoding_10_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_16_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_17_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_1_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_20_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_2_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_3_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_4_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_5_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_6_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_8_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
TimetableCNFEncoding_9_UNKNOWN.cnf,hordesat,default,UNKNOWN,10000
udiv35prop.cnf,hordesat,default,UNSATISFIABLE,1706.38
udiv40prop.cnf,hordesat,default,UNKNOWN,10000
udiv45prop.cnf,hordesat,default,UNKNOWN,10000
udiv46prop.cnf,hordesat,default,UNKNOWN,10000
udiv47prop.cnf,hordesat,default,UNKNOWN,10000
udiv48prop.cnf,hordesat,default,UNKNOWN,10000
uniqinv20prop.cnf,hordesat,default,UNSATISFIABLE,15.61
